Material Composition,A site #1,A site #2,A site #3,B site #1,B site #2,B site #3,X site,Number of elements,energy_above_hull (meV/atom),formation_energy (eV/atom),num_of_atoms_host_Asite0,host_Asite0_Heat of Vaporization,host_Bsite0_at. wt.,host_Bsite0_Ionization Energy (kJ/mol),shannon_radii_AB_avg,Density_AB_avg,BCCefflatcnt_AB_avg,BCCvolume_padiff_AB_avg,GSenergy_pa_AB_avg,ICSDVolume_AB_avg,covalent radius_AB_avg,Ionization Energy (kJ/mol)_AB_avg,Electron Affinity (kJ/mol)_AB_avg,Atomic Volume (cm³/mol)_AB_avg,MendeleevNumber_AB_avg,First Ionization Potential (V)_AB_avg,thermal conductivity_AB_avg,at. wt._AB_diff,specific heat capacity_AB_diff,electrical conductivity_AB_diff,BCCefflatcnt_AB_ratio,Ionization Energy (kJ/mol)_AB_ratio,Heat of Vaporization_AB_ratio,Asite_BCCvolume_pa_weighted_avg,Asite_BCCvolume_padiff_weighted_avg,Asite_At. Radius   (angstroms)_weighted_avg,Asite_n_ws^third_weighted_avg,Bsite_ BP (K)_weighted_avg,Bsite_At. Radius   (angstroms)_weighted_avg,Bsite_Second Ionization Potential  (V)_weighted_avg,Bsite_electrical conductivity_weighted_avg,Asite_Ionic Radius (angstroms)_max,Asite_BCCenergy_pa_max,Asite_Atomic Radius (Å)_max,Asite_At. Radius   (angstroms)_max,Asite_Atomic Volume (cm³/mol)_max,Bsite_ BP (K)_max,Bsite_At. Radius   (angstroms)_max,Bsite_First Ionization Potential (V)_max,Bsite_Third Ionization Potential  (V)_max,Asite_shannon_radii_min,Asite_BCCenergy_pa_min,Asite_BCCenergydiff_min,Asite_GSmagmom_min,Asite_At. Radius   (angstroms)_min,Bsite_MendeleevNumber_min,Bsite_n_ws^third_min,Asite_shannon_radii_range,Asite_BCCefflatcnt_range,Asite_IsBoron_weighted_avg,Asite_IsHalogen_weighted_avg,Asite_IsPnictide_weighted_avg,Asite_IsRareEarth_weighted_avg,Asite_NfUnfilled_weighted_avg,Asite_NfValence_weighted_avg,Bsite_At. #_weighted_avg,Bsite_Period_weighted_avg,Bsite_IsMetal_weighted_avg,Bsite_NdUnfilled_weighted_avg,Bsite_NpUnfilled_weighted_avg,host_Asite0_IsBCC,host_Asite0_IsCubic,host_Asite0_IsAlkali,host_Asite0_OrbitalD,host_Asite0_NsValence,host_Bsite0_At. #,host_Bsite0_IsHexagonal,host_Bsite0_IsNoblegas,Asite_IsAlkali_max,Bsite_IsMetal_max
Ca4Ba4Fe1Co7O24,Ca,Ba,,Fe,Co,,O,5,196.0741586,-1.173814137,4,154.67,58.9332,758,1.009,5.670875,7.367025374,-0.1521875,-4.58347598,32.3125,1.510625,652.25625,-19.875,19.66,32.8125,6.761875,103.3625,15.0782875,0.0005,-0.00625,1.672293863,0.720623877,0.39812327,50.205,-0.475,2.495,0.86,3128,1.67625,16.95,17.0625,1.42,-1.92352226,2.22,2.76,39.24,3143,1.72,7.87,33.5,1.34,-1.92725921,0,0,2.23,55,1.75,0.27,1.674764081,0,0,0,0,0,0,26.875,4,1,3.125,0,0,0,0,0,2,27,1,0,1,1
Ca4Ba4Fe1Ni7O24,Ca,Ba,,Fe,Ni,,O,5,323.8226369,-0.826353903,4,154.67,58.6934,736.7,0.987125,5.670875,7.358533164,-0.233125,-3.912322728,32.18125,1.50625,642.9375,-1.9375,19.611875,34.125,6.6634375,99.29375,15.1832,-0.0095625,1.4375,1.677461182,0.738785031,0.39421123,50.205,-0.475,2.495,0.86,3007.25,1.6325,17.9195,14.175,1.42,-1.92352226,2.22,2.76,39.24,3023,1.72,7.87,35.17,1.34,-1.92725921,0,0,2.23,55,1.75,0.27,1.674764081,0,0,0,0,0,0,27.75,4,1,2.25,0,0,0,0,0,2,28,0,0,1,1
Ca4Ba4Fe2Co6O24,Ca,Ba,,Fe,Co,,O,5,186.0265304,-1.216240172,4,154.67,58.9332,758,1.0155,5.60675,7.370183416,-0.164375,-4.658794431,32.35,1.51125,652.3375,-22.75,19.685,32.625,6.7625,102.125,15.271175,-0.00125,0.4125,1.670380377,0.720469456,0.401347489,50.205,-0.475,2.495,0.86,3113,1.6825,16.84,16.225,1.42,-1.92352226,2.22,2.76,39.24,3143,1.72,7.87,33.5,1.34,-1.92725921,0,0,2.23,55,1.75,0.27,1.674764081,0,0,0,0,0,0,26.75,4,1,3.25,0,0,0,0,0,2,27,1,0,1,1
Ca4Ba4Fe2Ni6O24,Ca,Ba,,Fe,Ni,,O,5,309.8566214,-0.910076829,4,154.67,58.6934,736.7,0.99675,5.60675,7.362904379,-0.23375,-4.083520215,32.2375,1.5075,644.35,-7.375,19.64375,33.75,6.678125,98.6375,15.3611,-0.009875,1.65,1.674797414,0.735973597,0.397935223,50.205,-0.475,2.495,0.86,3009.5,1.645,17.671,13.75,1.42,-1.92352226,2.22,2.76,39.24,3023,1.72,7.87,35.17,1.34,-1.92725921,0,0,2.23,55,1.75,0.27,1.674764081,0,0,0,0,0,0,27.5,4,1,2.5,0,0,0,0,0,2,28,0,0,1,1
Ca4Ba4Mn1Co7O24,Ca,Ba,,Mn,Co,,O,5,189.9522081,-1.197508112,4,154.67,58.9332,758,1.0080625,5.64375,7.36463492,-0.150786638,-4.629418535,32.34375,1.510625,649.6375,-21.375,19.678125,32.625,6.7346875,98.83875,15.1351,-0.0014375,0.6625,1.673745179,0.725636684,0.416359554,50.205,-0.475,2.495,0.86,3029.5,1.685,16.8825,15.725,1.42,-1.92352226,2.22,2.76,39.24,3143,1.79,7.86,33.667,1.34,-1.92725921,0,0,2.23,52,1.61,0.27,1.674764081,0,0,0,0,0,0,26.75,4,1,3.25,0,0,0,0,0,2,27,1,0,1,1
Ca4Ba4Mn1Ni7O24,Ca,Ba,,Mn,Ni,,O,5,340.4376551,-0.833147128,4,154.67,58.6934,736.7,0.9861875,5.64375,7.35614271,-0.231724138,-3.958265284,32.2125,1.50625,640.31875,-3.4375,19.63,33.9375,6.63625,94.77,15.2400125,-0.0115,2.10625,1.678921484,0.744054611,0.412082844,50.205,-0.475,2.495,0.86,2908.75,1.64125,17.852,12.8375,1.42,-1.92352226,2.22,2.76,39.24,3005,1.79,7.635,35.17,1.34,-1.92725921,0,0,2.23,52,1.61,0.27,1.674764081,0,0,0,0,0,0,27.625,4,1,2.375,0,0,0,0,0,2,28,0,0,1,1
Ca4Ba4Mn2Co6O24,Ca,Ba,,Mn,Co,,O,5,189.8246296,-1.247586123,4,154.67,58.9332,758,1.013625,5.5525,7.365402508,-0.161573276,-4.750679542,32.4125,1.51125,647.1,-25.75,19.72125,32.25,6.708125,93.0775,15.3848,-0.005125,1.75,1.673278879,0.730560941,0.440222746,50.205,-0.475,2.495,0.86,2916,1.7,16.705,13.55,1.42,-1.92352226,2.22,2.76,39.24,3143,1.79,7.86,33.667,1.34,-1.92725921,0,0,2.23,52,1.61,0.27,1.674764081,0,0,0,0,0,0,26.5,4,1,3.5,0,0,0,0,0,2,27,1,0,1,1
Ca4Ba4Mn2Fe6O24,Ca,Ba,,Mn,Fe,,O,5,956.8319557,-0.666962335,4,154.67,55.847,759.3,1.052625,5.16775,7.384350762,-0.234698276,-5.202590248,32.6375,1.515,647.5875,-43,19.87125,31.125,6.711875,85.6525,16.542125,-0.015625,4.2625,1.661849865,0.729609722,0.465006623,50.205,-0.475,2.495,0.86,2826,1.7375,16.045,8.525,1.42,-1.92352226,2.22,2.76,39.24,3023,1.79,7.87,33.667,1.34,-1.92725921,0,0,2.23,52,1.61,0.27,1.674764081,0,0,0,0,0,0,25.75,4,1,4.25,0,0,0,0,0,2,26,0,0,1,1
Ca4Ba4Mn2Ni6O24,Ca,Ba,,Mn,Ni,,O,5,318.3999077,-0.948350029,4,154.67,58.6934,736.7,0.994875,5.5525,7.358123471,-0.230948276,-4.175405326,32.3,1.5075,639.1125,-10.375,19.68,33.375,6.62375,89.59,15.474725,-0.01375,2.9875,1.677711279,0.746507259,0.436120807,50.205,-0.475,2.495,0.86,2812.5,1.6625,17.536,11.075,1.42,-1.92352226,2.22,2.76,39.24,3005,1.79,7.635,35.17,1.34,-1.92725921,0,0,2.23,52,1.61,0.27,1.674764081,0,0,0,0,0,0,27.25,4,1,2.75,0,0,0,0,0,2,28,0,0,1,1
Ca4Ba4Mn4Co4O24,Ca,Ba,,Mn,Co,,O,5,189.1762542,-1.346933393,4,154.67,54.938,717.4,1.02475,5.37,7.366937685,-0.183146552,-4.993201555,32.55,1.5125,642.025,-34.5,19.8075,31.5,6.655,81.555,15.8842,-0.0125,3.925,1.672347057,0.740612715,0.497217726,50.205,-0.475,2.495,0.86,2689,1.73,16.35,9.2,1.42,-1.92352226,2.22,2.76,39.24,3143,1.79,7.86,33.667,1.34,-1.92725921,0,0,2.23,52,1.61,0.27,1.674764081,0,0,0,0,0,0,26,4,1,4,0,0,0,0,0,2,25,0,0,1,1
Ca4Ba4Mn4Ni4O24,Ca,Ba,,Mn,Ni,,O,5,274.7566306,-1.161242831,4,154.67,54.938,717.4,1.01225,5.37,7.362084993,-0.229396552,-4.609685411,32.475,1.51,636.7,-24.25,19.78,32.25,6.59875,79.23,15.94415,-0.01825,4.75,1.675296094,0.751461385,0.493721117,50.205,-0.475,2.495,0.86,2620,1.705,16.904,7.55,1.42,-1.92352226,2.22,2.76,39.24,3005,1.79,7.635,35.17,1.34,-1.92725921,0,0,2.23,52,1.61,0.27,1.674764081,0,0,0,0,0,0,26.5,4,1,3.5,0,0,0,0,0,2,25,0,0,1,1
Ca4Ba4Mn6Co2O24,Ca,Ba,,Mn,Co,,O,5,191.8366738,-1.438880414,4,154.67,54.938,717.4,1.035875,5.1875,7.368472862,-0.204719828,-5.235723568,32.6875,1.51375,636.95,-43.25,19.89375,30.75,6.601875,70.0325,16.3836,-0.019875,6.1,1.671416274,0.750944952,0.571165692,50.205,-0.475,2.495,0.86,2462,1.76,15.995,4.85,1.42,-1.92352226,2.22,2.76,39.24,3143,1.79,7.86,33.667,1.34,-1.92725921,0,0,2.23,52,1.61,0.27,1.674764081,0,0,0,0,0,0,25.5,4,1,4.5,0,0,0,0,0,2,25,0,0,1,1
Ca4Ba4Mn6Fe2O24,Ca,Ba,,Mn,Fe,,O,5,178.5861675,-1.516887735,4,154.67,54.938,717.4,1.048875,5.05925,7.374788946,-0.229094828,-5.38636047,32.7625,1.515,637.1125,-49,19.94375,30.375,6.603125,67.5575,16.769375,-0.023375,6.9375,1.667597681,0.750609651,0.584641922,50.205,-0.475,2.495,0.86,2432,1.7725,15.775,3.175,1.42,-1.92352226,2.22,2.76,39.24,3023,1.79,7.87,33.667,1.34,-1.92725921,0,0,2.23,52,1.61,0.27,1.674764081,0,0,0,0,0,0,25.25,4,1,4.75,0,0,0,0,0,2,25,0,0,1,1
Ca4Ba4Mn6Ni2O24,Ca,Ba,,Mn,Ni,,O,5,231.128112,-1.349533883,4,154.67,54.938,717.4,1.029625,5.1875,7.366046516,-0.227844828,-5.043965496,32.65,1.5125,634.2875,-38.125,19.88,31.125,6.57375,68.87,16.413575,-0.02275,6.5125,1.672887853,0.756481706,0.568851763,50.205,-0.475,2.495,0.86,2427.5,1.7475,16.272,4.025,1.42,-1.92352226,2.22,2.76,39.24,3005,1.79,7.635,35.17,1.34,-1.92725921,0,0,2.23,52,1.61,0.27,1.674764081,0,0,0,0,0,0,25.75,4,1,4.25,0,0,0,0,0,2,25,0,0,1,1
Ca4Ba4Mn7Co1O24,Ca,Ba,,Mn,Co,,O,5,196.4091336,-1.481611675,4,154.67,54.938,717.4,1.0414375,5.09625,7.36924045,-0.215506466,-5.356984575,32.75625,1.514375,634.4125,-47.625,19.936875,30.375,6.5753125,64.27125,16.6333,-0.0235625,7.1875,1.67095127,0.756219938,0.617050662,50.205,-0.475,2.495,0.86,2348.5,1.775,15.8175,2.675,1.42,-1.92352226,2.22,2.76,39.24,3143,1.79,7.86,33.667,1.34,-1.92725921,0,0,2.23,52,1.61,0.27,1.674764081,0,0,0,0,0,0,25.25,4,1,4.75,0,0,0,0,0,2,25,0,0,1,1
Ca4Ba4Mn7Fe1O24,Ca,Ba,,Mn,Fe,,O,5,190.0752554,-1.52032396,4,154.67,54.938,717.4,1.0479375,5.032125,7.372398492,-0.227693966,-5.432303026,32.79375,1.515,634.49375,-50.5,19.961875,30.1875,6.5759375,63.03375,16.8261875,-0.0253125,7.60625,1.669040853,0.756049887,0.62483048,50.205,-0.475,2.495,0.86,2333.5,1.78125,15.7075,1.8375,1.42,-1.92352226,2.22,2.76,39.24,3023,1.79,7.87,33.667,1.34,-1.92725921,0,0,2.23,52,1.61,0.27,1.674764081,0,0,0,0,0,0,25.125,4,1,4.875,0,0,0,0,0,2,25,0,0,1,1
Ca4Ba4Mn7Ni1O24,Ca,Ba,,Mn,Ni,,O,5,210.3357277,-1.442657534,4,154.67,54.938,717.4,1.0383125,5.09625,7.368027277,-0.227068966,-5.261105539,32.7375,1.51375,633.08125,-45.0625,19.93,30.5625,6.56125,63.69,16.6482875,-0.025,7.39375,1.671686327,0.759017105,0.61569782,50.205,-0.475,2.495,0.86,2331.25,1.76875,15.956,2.2625,1.42,-1.92352226,2.22,2.76,39.24,3005,1.79,7.635,35.17,1.34,-1.92725921,0,0,2.23,52,1.61,0.27,1.674764081,0,0,0,0,0,0,25.375,4,1,4.625,0,0,0,0,0,2,25,0,0,1,1
Ca4Ba4Ni4Co4O24,Ca,Ba,,Ni,Co,,O,5,294.3104131,-0.943089289,4,154.67,58.6934,736.7,0.99,5.735,7.35901464,-0.18625,-4.124641385,32.2,1.5075,646.85,-6.75,19.6075,33.75,6.705,102.275,14.94535,-0.0035,0.4,1.677167361,0.731049709,0.392741076,50.205,-0.475,2.495,0.86,3074,1.645,17.614,16.25,1.42,-1.92352226,2.22,2.76,39.24,3143,1.67,7.86,35.17,1.34,-1.92725921,0,0,2.23,58,1.75,0.27,1.674764081,0,0,0,0,0,0,27.5,4,1,2.5,0,0,0,0,0,2,28,0,0,1,1
Ca4Ba4Ni6Co2O24,Ca,Ba,,Ni,Co,,O,5,357.1453513,-0.830199258,4,154.67,58.6934,736.7,0.98375,5.735,7.356588294,-0.209375,-3.932883313,32.1625,1.50625,644.1875,-1.625,19.59375,34.125,6.676875,101.1125,14.975325,-0.006375,0.8125,1.678649089,0.736295947,0.391645637,50.205,-0.475,2.495,0.86,3039.5,1.6325,17.891,15.425,1.42,-1.92352226,2.22,2.76,39.24,3143,1.67,7.86,35.17,1.34,-1.92725921,0,0,2.23,58,1.75,0.27,1.674764081,0,0,0,0,0,0,27.75,4,1,2.25,0,0,0,0,0,2,28,0,0,1,1
Ca4Ba4Ni7Co1O24,Ca,Ba,,Ni,Co,,O,5,351.8175019,-0.782064617,4,154.67,58.6934,736.7,0.980625,5.735,7.355375122,-0.2209375,-3.837004277,32.14375,1.505625,642.85625,0.9375,19.586875,34.3125,6.6628125,100.53125,14.9903125,-0.0078125,1.01875,1.679390935,0.738947404,0.391100206,50.205,-0.475,2.495,0.86,3022.25,1.62625,18.0295,15.0125,1.42,-1.92352226,2.22,2.76,39.24,3143,1.67,7.86,35.17,1.34,-1.92725921,0,0,2.23,58,1.75,0.27,1.674764081,0,0,0,0,0,0,27.875,4,1,2.125,0,0,0,0,0,2,28,0,0,1,1
Ca4La4Co8O24,Ca,La,,Co,,,O,4,75.15595576,-1.546844915,4,154.67,58.9332,758,0.94,6.375,6.957436901,0.003125,-5.25916351,25.925,1.3275,660.975,8.5,15.0075,34,6.85325,103.375,15.279275,-0.00125,-0.65,1.526615241,0.743997361,0.742351996,37.145,-0.18875,2.485,1.045,3143,1.67,17.06,17.9,1.16,-1.92725921,1.97,2.74,25.9,3143,1.67,7.86,33.5,1.34,-4.79586452,0.021070355,0,2.23,58,1.75,0.02,0.049042358,0,0,0,0.5,0,0,27,4,1,3,0,0,0,0,0,2,27,1,0,1,1
Ca4La4Cr8O24,Ca,La,,Cr,,,O,4,0.203972667,-2.150521976,4,154.67,51.996,652.8,0.95,5.52,7.02017821,-0.104375,-6.471827208,26.375,1.3375,608.375,5.5,15.2725,29.5,6.30625,100.225,18.747875,-0.01525,4.35,1.492606639,0.863893995,0.816259205,37.145,-0.18875,2.485,1.045,2945,1.85,16.5,7.9,1.16,-1.92725921,1.97,2.74,25.9,2945,1.85,6.766,30.96,1.34,-4.79586452,0.021070355,0,2.23,49,1.73,0.02,0.049042358,0,0,0,0.5,0,0,24,4,1,5,0,0,0,0,0,2,24,0,0,1,1
Ca4La4Fe8O24,Ca,La,,Fe,,,O,4,0.593437233,-1.894836948,4,154.67,55.847,759.3,0.992,5.862,6.982701239,-0.094375,-5.861711118,26.225,1.3325,661.625,-14.5,15.2075,32.5,6.85825,93.475,16.822375,-0.01525,2.7,1.512736152,0.742723561,0.792904149,37.145,-0.18875,2.485,1.045,3023,1.72,16.18,11.2,1.16,-1.92725921,1.97,2.74,25.9,3023,1.72,7.87,30.651,1.34,-4.79586452,0.021070355,0,2.23,55,1.77,0.02,0.049042358,0,0,0,0.5,0,0,26,4,1,4,0,0,0,0,0,2,26,0,0,1,1
Ca4La4Ga8O24,Ca,La,,Ga,,,O,4,139.3700039,-1.991198883,4,154.67,69.723,578.8,0.985,4.88,7.502032217,-0.553125,-3.225096589,30.175,1.3775,571.375,-12,17.5575,42,5.92275,73.675,9.884375,0.02375,7.4,1.274546292,0.974343469,1.082246349,37.145,-0.18875,2.485,1.045,2478,1.81,20.51,1.8,1.16,-1.92725921,1.97,2.74,25.9,2478,1.81,5.999,30.71,1.34,-4.79586452,0.021070355,0,2.23,74,1.31,0.02,0.049042358,0,0,0,0.5,0,0,31,4,1,0,5,0,0,0,0,2,31,0,0,1,1
Ca4La4Mn8O24,Ca,La,,Mn,,,O,4,38.14616569,-1.963347749,4,154.67,54.938,717.4,0.9845,5.645,6.963577607,-0.083168103,-6.229251563,26.475,1.3325,640.675,-26.5,15.3525,31,6.64075,57.285,17.276875,-0.03075,8.05,1.523218438,0.786102593,1.261126786,37.145,-0.18875,2.485,1.045,2235,1.79,15.64,0.5,1.16,-1.92725921,1.97,2.74,25.9,2235,1.79,7.435,33.667,1.34,-4.79586452,0.021070355,0,2.23,52,1.61,0.02,0.049042358,0,0,0,0.5,0,0,25,4,1,5,0,0,0,0,0,2,25,0,0,1,1
Ca4La4Ni8O24,Ca,La,,Ni,,,O,4,232.2092086,-1.18957129,4,154.67,58.6934,736.7,0.915,6.375,6.947731518,-0.089375,-4.492131223,25.775,1.3225,650.325,29,14.9525,35.5,6.74075,98.725,15.399175,-0.01275,1,1.532014889,0.765508348,0.734092715,37.145,-0.18875,2.485,1.045,3005,1.62,18.168,14.6,1.16,-1.92725921,1.97,2.74,25.9,3005,1.62,7.635,35.17,1.34,-4.79586452,0.021070355,0,2.23,61,1.75,0.02,0.049042358,0,0,0,0.5,0,0,28,4,1,2,0,0,0,0,0,2,28,0,0,1,1
Ca4La4Sc8O24,Ca,La,,Sc,,,O,4,87.36071311,-2.83926262,4,154.67,44.9559,631,1.0475,3.42,7.744791965,-0.111875,-4.861725483,32.825,1.4675,597.475,-17.45,19.1575,10.5,6.19325,61.275,22.267925,-0.07475,7.55,1.187167782,0.893740095,0.909186352,37.145,-0.18875,2.485,1.045,3109,2.09,12.8,1.5,1.16,-1.92725921,1.97,2.74,25.9,3109,2.09,6.54,24.76,1.34,-4.79586452,0.021070355,0,2.23,11,1.27,0.02,0.049042358,0,0,0,0.5,0,0,21,4,1,9,0,0,0,0,0,2,21,1,0,1,1
Ca4La4Ti8O24,Ca,La,,Ti,,,O,4,0,-2.845021828,4,154.67,47.88,658,0.9775,4.195,7.43319412,-0.019375,-5.606582498,29.175,1.4075,610.975,-16.5,16.9775,26.5,6.33325,64.325,20.805875,-0.05225,7,1.301714465,0.857066869,0.651740357,37.145,-0.18875,2.485,1.045,3560,2,13.58,2.6,1.16,-1.92725921,1.97,2.74,25.9,3560,2,6.82,27.491,1.34,-4.79586452,0.021070355,0,2.23,43,1.52,0.02,0.049042358,0,0,0,0.5,0,0,22,4,1,8,0,0,0,0,0,2,22,1,0,1,1
Ca4La4V8O24,Ca,La,,V,,,O,4,21.88033825,-2.30622995,4,154.67,50.9415,650,0.965,4.98,7.167033348,-0.094375,-6.188599283,27.275,1.3575,606.975,-1.5,16.0475,28,6.29325,68.725,19.275125,-0.03525,6.3,1.41863497,0.867615385,0.620371614,37.145,-0.18875,2.485,1.045,3650,1.92,14.65,4,1.16,-1.92725921,1.97,2.74,25.9,3650,1.92,6.74,29.31,1.34,-4.79586452,0.021070355,0,2.23,46,1.64,0.02,0.049042358,0,0,0,0.5,0,0,23,4,1,7,0,0,0,0,0,2,23,0,0,1,1
Ca4Pr4Co8O24,Ca,Pr,,Co,,,O,4,73.13416251,-1.51336395,4,154.67,58.9332,758,0.9,6.53,6.927380734,-0.08625,-5.220734454,25.2,1.4275,657.2,8.5,15.025,35,6.82325,103.125,15.779825,-0.0005,-0.75,1.515700249,0.734036939,0.652692205,36.355,-0.3675,2.45,1.055,3143,1.67,17.06,17.9,1.13,-1.92725921,1.97,2.67,25.9,3143,1.67,7.86,33.5,1.2,-4.64853984,0.021070355,0,2.23,58,1.75,0.14,0.07118231,0,0,0,0.5,5.5,1.5,27,4,1,3,0,0,0,0,0,2,27,1,0,1,1
Ca4Pr4Cr8O24,Ca,Pr,,Cr,,,O,4,51.42310236,-2.050551511,4,154.67,51.996,652.8,0.91,5.675,6.990122043,-0.19375,-6.433398151,25.65,1.4375,604.6,5.5,15.29,30.5,6.27625,99.975,19.248425,-0.0145,4.25,1.481934801,0.852328431,0.717673049,36.355,-0.3675,2.45,1.055,2945,1.85,16.5,7.9,1.13,-1.92725921,1.97,2.67,25.9,2945,1.85,6.766,30.96,1.2,-4.64853984,0.021070355,0,2.23,49,1.73,0.14,0.07118231,0,0,0,0.5,5.5,1.5,24,4,1,5,0,0,0,0,0,2,24,0,0,1,1
Ca4Pr4Fe8O24,Ca,Pr,,Fe,,,O,4,72.01080223,-1.790089983,4,154.67,55.847,759.3,0.952,6.017,6.952645072,-0.18375,-5.823282061,25.5,1.4325,657.85,-14.5,15.225,33.5,6.82825,93.225,17.322925,-0.0145,2.6,1.501920393,0.732780192,0.69713877,36.355,-0.3675,2.45,1.055,3023,1.72,16.18,11.2,1.13,-1.92725921,1.97,2.67,25.9,3023,1.72,7.87,30.651,1.2,-4.64853984,0.021070355,0,2.23,55,1.77,0.14,0.07118231,0,0,0,0.5,5.5,1.5,26,4,1,4,0,0,0,0,0,2,26,0,0,1,1
Ca4Pr4Ga8O24,Ca,Pr,,Ga,,,O,4,204.0999935,-1.885898668,4,154.67,69.723,578.8,0.945,5.035,7.47197605,-0.6425,-3.186667533,29.45,1.4775,567.6,-12,17.575,43,5.89275,73.425,10.384925,0.0245,7.3,1.265433542,0.96129924,0.951534797,36.355,-0.3675,2.45,1.055,2478,1.81,20.51,1.8,1.13,-1.92725921,1.97,2.67,25.9,2478,1.81,5.999,30.71,1.2,-4.64853984,0.021070355,0,2.23,74,1.31,0.14,0.07118231,0,0,0,0.5,5.5,1.5,31,4,1,0,5,0,0,0,0,2,31,0,0,1,1
Ca4Pr4Mn8O24,Ca,Pr,,Mn,,,O,4,37.03306019,-1.931198533,4,154.67,54.938,717.4,0.9445,5.8,6.93352144,-0.172543103,-6.190822506,25.75,1.4325,636.9,-26.5,15.37,32,6.61075,57.035,17.777425,-0.03,7.95,1.512327732,0.775578478,1.108810412,36.355,-0.3675,2.45,1.055,2235,1.79,15.64,0.5,1.13,-1.92725921,1.97,2.67,25.9,2235,1.79,7.435,33.667,1.2,-4.64853984,0.021070355,0,2.23,52,1.61,0.14,0.07118231,0,0,0,0.5,5.5,1.5,25,4,1,5,0,0,0,0,0,2,25,0,0,1,1
Ca4Pr4Ni8O24,Ca,Pr,,Ni,,,O,4,224.4021653,-1.161875575,4,154.67,58.6934,736.7,0.875,6.53,6.917675351,-0.17875,-4.453702166,25.05,1.4225,646.55,29,14.97,36.5,6.71075,98.475,15.899725,-0.012,0.9,1.521061291,0.755259943,0.645430464,36.355,-0.3675,2.45,1.055,3005,1.62,18.168,14.6,1.13,-1.92725921,1.97,2.67,25.9,3005,1.62,7.635,35.17,1.2,-4.64853984,0.021070355,0,2.23,61,1.75,0.14,0.07118231,0,0,0,0.5,5.5,1.5,28,4,1,2,0,0,0,0,0,2,28,0,0,1,1
Ca4Pr4Sc8O24,Ca,Pr,,Sc,,,O,4,141.3737259,-2.749226155,4,154.67,44.9559,631,1.0075,3.575,7.714735798,-0.20125,-4.823296426,32.1,1.5675,593.7,-17.45,19.175,11.5,6.16325,61.025,22.768475,-0.074,7.45,1.178679771,0.88177496,0.79937664,36.355,-0.3675,2.45,1.055,3109,2.09,12.8,1.5,1.13,-1.92725921,1.97,2.67,25.9,3109,2.09,6.54,24.76,1.2,-4.64853984,0.021070355,0,2.23,11,1.27,0.14,0.07118231,0,0,0,0.5,5.5,1.5,21,4,1,9,0,0,0,0,0,2,21,1,0,1,1
Ca4Pr4Ti8O24,Ca,Pr,,Ti,,,O,4,21.819592,-2.793286362,4,154.67,47.88,658,0.9375,4.35,7.403137953,-0.10875,-5.568153441,28.45,1.5075,607.2,-16.5,16.995,27.5,6.30325,64.075,21.306425,-0.0515,6.9,1.292407468,0.845592705,0.573024459,36.355,-0.3675,2.45,1.055,3560,2,13.58,2.6,1.13,-1.92725921,1.97,2.67,25.9,3560,2,6.82,27.491,1.2,-4.64853984,0.021070355,0,2.23,43,1.52,0.14,0.07118231,0,0,0,0.5,5.5,1.5,22,4,1,8,0,0,0,0,0,2,22,1,0,1,1
Ca4Pr4V8O24,Ca,Pr,,V,,,O,4,21.12324531,-2.256039985,4,154.67,50.9415,650,0.925,5.135,7.136977181,-0.18375,-6.150170226,26.55,1.4575,603.2,-1.5,16.065,29,6.26325,68.475,19.775675,-0.0345,6.2,1.408492015,0.856,0.54544437,36.355,-0.3675,2.45,1.055,3650,1.92,14.65,4,1.13,-1.92725921,1.97,2.67,25.9,3650,1.92,6.74,29.31,1.2,-4.64853984,0.021070355,0,2.23,46,1.64,0.14,0.07118231,0,0,0,0.5,5.5,1.5,23,4,1,7,0,0,0,0,0,2,23,0,0,1,1
Ca4Sr4Co4Ni4O24,Ca,Sr,,Co,Ni,,O,5,244.8003451,-1.006614402,4,154.67,58.9332,758,0.9475,5.4725,7.20953655,-0.51625,-4.06446422,30.5,1.49,658.5,-35.75,18.2225,33.5,6.82575,98.5575,2.51785,0.0205,0.95,1.622788088,0.762226534,0.388345765,44.865,-1.135,2.34,0.875,3074,1.645,17.614,16.25,1.26,-1.67793991,2.15,2.45,33.7,3143,1.67,7.86,35.17,1.34,-1.92725921,0.00487369,0,2.23,58,1.75,0.1,1.076851719,0,0,0,0,0,0,27.5,4,1,2.5,0,0,0,0,0,2,27,1,0,1,1
Ca4Sr4Co6Ni2O24,Ca,Sr,,Co,Ni,,O,5,213.3656569,-1.088104183,4,154.67,58.9332,758,0.95375,5.4725,7.211962896,-0.493125,-4.256222292,30.5375,1.49125,661.1625,-40.875,18.23625,33.125,6.853875,99.72,2.487875,0.023375,0.5375,1.621356931,0.756833959,0.389435021,44.865,-1.135,2.34,0.875,3108.5,1.6575,17.337,17.075,1.26,-1.67793991,2.15,2.45,33.7,3143,1.67,7.86,35.17,1.34,-1.92725921,0.00487369,0,2.23,58,1.75,0.1,1.076851719,0,0,0,0,0,0,27.25,4,1,2.75,0,0,0,0,0,2,27,1,0,1,1
